trade_id,timestamp,sec_of_day,symbol,root,expiry_code,expiry_date,opt_type,strike,side,quantity,bid,ask,exec_price
1569,2026-01-20 20:51:48+00:00,75108,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,1,12.5,12.75,12.778582034149963
1570,2026-01-20 20:52:04+00:00,75124,ESM6 P1600,ES,ESM6,2026-06-19,P,1600.0,SELL,48,0.85,0.9,0.9
1571,2026-01-20 20:52:10+00:00,75130,ESH6 P6375,ES,ESH6,2026-03-20,P,6375.0,SELL,1,64.75,65.0,70.99229691876751
1572,2026-01-20 20:52:20+00:00,75140,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,BUY,24,12.5,12.75,12.778582034149963
1573,2026-01-20 20:52:32+00:00,75152,ESH6 C7100,ES,ESH6,2026-03-20,C,7100.0,BUY,1,49.25,49.5,64.2280701754386
1574,2026-01-20 20:52:50+00:00,75170,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,BUY,28,23.5,23.75,21.743697478991596
1575,2026-01-20 20:53:11+00:00,75191,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,1,12.75,13.0,12.778582034149963
1576,2026-01-20 20:53:12+00:00,75192,ESH6 P6250,ES,ESH6,2026-03-20,P,6250.0,BUY,3,45.5,45.75,45.177207637231504
1577,2026-01-20 20:53:16+00:00,75196,ESH6 C7000,ES,ESH6,2026-03-20,C,7000.0,BUY,1,106.0,106.5,102.61785714285715
1578,2026-01-20 20:53:22+00:00,75202,ESH6 P4400,ES,ESH6,2026-03-20,P,4400.0,BUY,34,4.85,4.95,4.433762057877813
1579,2026-01-20 20:53:46+00:00,75226,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,SELL,18,66.25,66.5,67.84756097560975
1580,2026-01-20 20:53:50+00:00,75230,ESH6 C6975,ES,ESH6,2026-03-20,C,6975.0,SELL,14,107.75,108.25,112.91931216931216
1581,2026-01-20 20:54:02+00:00,75242,ESH6 C6950,ES,ESH6,2026-03-20,C,6950.0,BUY,1,132.25,132.75,124.3
1582,2026-01-20 20:54:06+00:00,75246,ESM6 P1500,ES,ESM6,2026-06-19,P,1500.0,SELL,18,0.8,0.85,0.8500000000000001
1583,2026-01-20 20:54:08+00:00,75248,ESH6 P4150,ES,ESH6,2026-03-20,P,4150.0,SELL,200,3.35,3.5,3.35
1584,2026-01-20 20:54:10+00:00,75250,ESH6 P6775,ES,ESH6,2026-03-20,P,6775.0,SELL,20,130.25,130.5,136.53813559322035
1585,2026-01-20 20:54:13+00:00,75253,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,7,114.0,114.25,118.47296831955923
1586,2026-01-20 20:54:32+00:00,75272,ESH6 P4400,ES,ESH6,2026-03-20,P,4400.0,SELL,33,4.15,4.25,4.433762057877813
1587,2026-01-20 20:55:00+00:00,75300,ESM6 P1600,ES,ESM6,2026-06-19,P,1600.0,SELL,49,0.85,0.9,0.9
1588,2026-01-20 20:55:11+00:00,75311,ESH6 C7350,ES,ESH6,2026-03-20,C,7350.0,BUY,27,11.5,11.75,11.634765625
1589,2026-01-20 20:55:52+00:00,75352,ESH6 C7150,ES,ESH6,2026-03-20,C,7150.0,SELL,15,47.5,48.0,46.862723214285715
1590,2026-01-20 20:56:18+00:00,75378,ESH6 P6250,ES,ESH6,2026-03-20,P,6250.0,BUY,8,45.5,45.75,45.177207637231504
1591,2026-01-20 20:56:44+00:00,75404,ESH6 P6825,ES,ESH6,2026-03-20,P,6825.0,SELL,3,164.5,165.0,154.08870967741936
1592,2026-01-20 20:59:41+00:00,75581,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,1,70.5,70.75,72.43862007168458
1593,2026-01-20 21:00:32+00:00,75632,ESH6 P6675,ES,ESH6,2026-03-20,P,6675.0,BUY,18,118.75,119.25,117.39220183486239
1594,2026-01-20 21:00:56+00:00,75656,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,4,117.25,117.5,118.47296831955923
1595,2026-01-20 21:03:02+00:00,75782,ESH6 P5800,ES,ESH6,2026-03-20,P,5800.0,BUY,1,26.75,27.0,22.177063339731287
1596,2026-01-20 21:07:48+00:00,76068,ESH6 C7100,ES,ESH6,2026-03-20,C,7100.0,SELL,2,62.0,62.5,64.2280701754386
1597,2026-01-21 14:32:11+00:00,52331,ESM6 P2400,ES,ESM6,2026-06-19,P,2400.0,SELL,71,2.45,2.5,2.5
1598,2026-01-21 14:32:17+00:00,52337,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,21,124.5,125.0,109.53242607526882
1599,2026-01-21 14:32:24+00:00,52344,ESH6 C7450,ES,ESH6,2026-03-20,C,7450.0,SELL,48,6.6,6.95,6.95
1600,2026-01-21 14:33:09+00:00,52389,ESH6 P6050,ES,ESH6,2026-03-20,P,6050.0,BUY,1,33.75,34.0,29.357142857142858
1601,2026-01-21 14:35:08+00:00,52508,ESH6 P6650,ES,ESH6,2026-03-20,P,6650.0,BUY,19,92.25,92.5,92.19059405940594
1602,2026-01-21 14:36:57+00:00,52617,ESH6 P6075,ES,ESH6,2026-03-20,P,6075.0,SELL,17,28.0,28.25,27.795454545454547
1603,2026-01-21 14:37:13+00:00,52633,ESH6 C6875,ES,ESH6,2026-03-20,C,6875.0,SELL,1,160.75,161.25,163.1875
1604,2026-01-21 14:38:32+00:00,52712,ESM6 C7500,ES,ESM6,2026-06-19,C,7500.0,SELL,1,46.25,46.5,50.08720930232558
1605,2026-01-21 14:38:50+00:00,52730,ESM6 P2400,ES,ESM6,2026-06-19,P,2400.0,BUY,71,2.45,2.5,2.5
1606,2026-01-21 14:41:56+00:00,52916,ESH6 P6800,ES,ESH6,2026-03-20,P,6800.0,SELL,1,136.0,136.25,126.3222049689441
1607,2026-01-21 14:42:12+00:00,52932,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,3,110.75,111.0,109.53242607526882
1608,2026-01-21 14:43:53+00:00,53033,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,43,112.5,113.0,109.53242607526882
1609,2026-01-21 14:44:30+00:00,53070,ESH6 P7000,ES,ESH6,2026-03-20,P,7000.0,SELL,18,215.75,216.5,211.3923076923077
1610,2026-01-21 14:45:46+00:00,53146,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,SELL,20,43.75,44.0,45.57993197278912
1611,2026-01-21 14:46:12+00:00,53172,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,SELL,8,72.5,72.75,70.33026755852843
1612,2026-01-21 14:46:46+00:00,53206,ESH6 C6925,ES,ESH6,2026-03-20,C,6925.0,BUY,3,148.25,148.5,143.07986111111111
1613,2026-01-21 14:46:59+00:00,53219,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,1,73.0,73.5,70.88652482269504
1614,2026-01-21 14:47:12+00:00,53232,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,SELL,2,4.2,4.3,4.3215346534653465
1615,2026-01-21 14:47:50+00:00,53270,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,40,96.0,96.25,109.53242607526882
1616,2026-01-21 14:50:07+00:00,53407,ESH6 P6850,ES,ESH6,2026-03-20,P,6850.0,SELL,1,138.0,139.25,154.16596638655463
1617,2026-01-21 14:50:16+00:00,53416,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,1,33.75,34.0,29.09
1618,2026-01-21 14:50:27+00:00,53427,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,SELL,1,48.75,49.25,52.5478515625
1619,2026-01-21 14:51:10+00:00,53470,ESH6 P6350,ES,ESH6,2026-03-20,P,6350.0,SELL,1,59.25,59.5,59.43300653594771
1620,2026-01-21 14:51:24+00:00,53484,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,2,114.25,114.5,109.53242607526882
1621,2026-01-21 14:51:33+00:00,53493,ESH6 C6900,ES,ESH6,2026-03-20,C,6900.0,BUY,3,158.5,159.0,145.61200716845877
1622,2026-01-21 14:51:48+00:00,53508,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,27,99.0,99.25,109.53242607526882
1623,2026-01-21 14:52:20+00:00,53540,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,BUY,1,77.75,78.25,70.88652482269504
1624,2026-01-21 14:52:21+00:00,53541,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,7,49.25,49.5,52.5478515625
1625,2026-01-21 14:55:54+00:00,53754,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,1,66.25,66.75,70.88652482269504
1626,2026-01-21 14:56:54+00:00,53814,ESM6 P6200,ES,ESM6,2026-06-19,P,6200.0,SELL,1,97.5,98.0,110.63709677419355
1627,2026-01-21 14:57:24+00:00,53844,ESH6 C6850,ES,ESH6,2026-03-20,C,6850.0,SELL,3,163.75,164.0,175.8875968992248
1628,2026-01-21 14:58:06+00:00,53886,ESH6 P5975,ES,ESH6,2026-03-20,P,5975.0,BUY,20,23.5,23.75,24.528985507246375
1629,2026-01-21 15:00:03+00:00,54003,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,SELL,2,49.0,49.25,52.5478515625
1630,2026-01-21 15:00:10+00:00,54010,ESM6 P2400,ES,ESM6,2026-06-19,P,2400.0,SELL,71,2.45,2.5,2.5
1631,2026-01-21 15:00:19+00:00,54019,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,1,37.75,38.0,29.09
1632,2026-01-21 15:02:09+00:00,54129,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,5,27.75,28.0,29.09
1633,2026-01-21 15:02:10+00:00,54130,ESH6 P6050,ES,ESH6,2026-03-20,P,6050.0,BUY,1,32.75,33.25,29.357142857142858
1634,2026-01-21 15:02:32+00:00,54152,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,3,110.75,111.0,109.53242607526882
1635,2026-01-21 15:03:35+00:00,54215,ESH6 P6575,ES,ESH6,2026-03-20,P,6575.0,SELL,20,89.75,90.0,82.23611111111111
1636,2026-01-21 15:03:35+00:00,54215,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,1,112.0,112.25,109.53242607526882
1637,2026-01-21 15:03:40+00:00,54220,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,40,96.0,96.25,109.53242607526882
1638,2026-01-21 15:04:32+00:00,54272,ESH6 P6900,ES,ESH6,2026-03-20,P,6900.0,BUY,1,164.75,165.0,160.20454545454547
1639,2026-01-21 15:05:03+00:00,54303,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,1,118.25,118.5,109.53242607526882
1640,2026-01-21 15:07:13+00:00,54433,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,1,110.0,110.5,109.53242607526882
1641,2026-01-21 15:08:30+00:00,54510,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,2,99.0,99.25,109.53242607526882
1642,2026-01-21 15:08:30+00:00,54510,ESH6 C7275,ES,ESH6,2026-03-20,C,7275.0,BUY,1,18.0,18.25,19.75518134715026
1643,2026-01-21 15:16:57+00:00,55017,ESH6 P6625,ES,ESH6,2026-03-20,P,6625.0,BUY,19,90.0,90.25,89.38362068965517
1644,2026-01-21 15:17:27+00:00,55047,ESH6 P6300,ES,ESH6,2026-03-20,P,6300.0,BUY,1,53.5,53.75,45.57993197278912
1645,2026-01-21 15:18:13+00:00,55093,ESH6 P6600,ES,ESH6,2026-03-20,P,6600.0,SELL,1,81.25,81.5,85.70175438596492
1646,2026-01-21 15:19:55+00:00,55195,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,1,17.75,18.0,16.84234234234234
1647,2026-01-21 15:21:10+00:00,55270,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,5,16.5,16.75,16.84234234234234
1648,2026-01-21 15:22:17+00:00,55337,ESZ6 P7250,ES,ESZ6,2026-12-18,P,7250.0,BUY,16,503.75,504.75,504.25
1649,2026-01-21 15:22:18+00:00,55338,ESH6 P6850,ES,ESH6,2026-03-20,P,6850.0,SELL,3,163.25,163.75,154.16596638655463
1650,2026-01-21 15:24:16+00:00,55456,ESH6 C7025,ES,ESH6,2026-03-20,C,7025.0,SELL,6,92.5,92.75,84.13051470588235
1651,2026-01-21 15:27:55+00:00,55675,ESH6 P6800,ES,ESH6,2026-03-20,P,6800.0,BUY,1,116.5,117.0,126.3222049689441
1652,2026-01-21 15:30:39+00:00,55839,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,SELL,2,4.25,4.35,4.3215346534653465
1653,2026-01-21 15:30:44+00:00,55844,ESM6 C7200,ES,ESM6,2026-06-19,C,7200.0,BUY,172,128.5,128.75,128.87972972972972
1654,2026-01-21 15:30:53+00:00,55853,ESH6 P6350,ES,ESH6,2026-03-20,P,6350.0,SELL,1,59.25,59.5,59.43300653594771
1655,2026-01-21 15:30:54+00:00,55854,ESH6 C6900,ES,ESH6,2026-03-20,C,6900.0,BUY,2,143.0,143.25,145.61200716845877
1656,2026-01-21 15:31:04+00:00,55864,ESH6 P4000,ES,ESH6,2026-03-20,P,4000.0,SELL,165,2.1,2.15,2.1471428571428572
1657,2026-01-21 15:31:28+00:00,55888,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,1,116.5,117.25,109.53242607526882
1658,2026-01-21 15:32:25+00:00,55945,ESH6 P6850,ES,ESH6,2026-03-20,P,6850.0,SELL,3,167.0,167.75,154.16596638655463
1659,2026-01-21 15:32:47+00:00,55967,ESH6 P5300,ES,ESH6,2026-03-20,P,5300.0,SELL,10,11.0,11.25,10.404761904761905
1660,2026-01-21 15:33:31+00:00,56011,ESH6 P5950,ES,ESH6,2026-03-20,P,5950.0,BUY,5,20.75,21.0,23.733333333333334
1661,2026-01-21 15:34:18+00:00,56058,ESH6 C6900,ES,ESH6,2026-03-20,C,6900.0,BUY,1,138.25,138.5,145.61200716845877
1662,2026-01-21 15:34:38+00:00,56078,ESH6 P6650,ES,ESH6,2026-03-20,P,6650.0,SELL,7,89.25,89.5,92.19059405940594
1663,2026-01-21 15:35:58+00:00,56158,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,SELL,1,81.0,82.75,82.462899543379
1664,2026-01-21 15:38:16+00:00,56296,ESH6 P6500,ES,ESH6,2026-03-20,P,6500.0,SELL,1,77.75,78.25,70.88652482269504
1665,2026-01-21 15:40:54+00:00,56454,ESH6 P6825,ES,ESH6,2026-03-20,P,6825.0,BUY,3,164.25,164.5,140.28989361702128
1666,2026-01-21 15:41:37+00:00,56497,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,1,106.5,107.25,109.53242607526882
1667,2026-01-21 15:42:22+00:00,56542,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,BUY,12,84.25,84.5,82.462899543379
1668,2026-01-21 15:44:15+00:00,56655,ESZ6 P6900,ES,ESZ6,2026-12-18,P,6900.0,BUY,2,394.5,395.0,394.5
1669,2026-01-21 15:44:41+00:00,56681,ESH6 P6375,ES,ESH6,2026-03-20,P,6375.0,SELL,1,63.0,63.25,48.67112299465241
1670,2026-01-21 15:47:44+00:00,56864,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,BUY,4,23.5,23.75,21.341743119266056
1671,2026-01-21 15:48:24+00:00,56904,ESH7 P5550,ES,ESH7,2027-03-19,P,5550.0,BUY,25,156.75,157.0,156.875
1672,2026-01-21 15:48:38+00:00,56918,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,23,124.25,124.5,109.53242607526882
1673,2026-01-21 15:52:48+00:00,57168,ESH6 C6800,ES,ESH6,2026-03-20,C,6800.0,SELL,1,216.5,217.0,211.7
1674,2026-01-21 15:53:29+00:00,57209,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,BUY,1,4.0,4.05,4.3215346534653465
1675,2026-01-21 15:54:01+00:00,57241,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,20,62.25,62.5,52.5478515625
1676,2026-01-21 15:54:02+00:00,57242,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,BUY,1,39.0,39.25,29.09
1677,2026-01-21 15:54:08+00:00,57248,ESH6 C6925,ES,ESH6,2026-03-20,C,6925.0,SELL,1,147.0,147.5,143.07986111111111
1678,2026-01-21 15:54:24+00:00,57264,ESM6 C7800,ES,ESM6,2026-06-19,C,7800.0,BUY,40,12.75,13.0,13.736559139784946
1679,2026-01-21 15:55:08+00:00,57308,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,BUY,1,18.25,18.5,16.84234234234234
1680,2026-01-21 15:55:09+00:00,57309,ESH6 C6875,ES,ESH6,2026-03-20,C,6875.0,SELL,3,155.75,156.0,163.1875
1681,2026-01-21 15:55:13+00:00,57313,ESH6 C8000,ES,ESH6,2026-03-20,C,8000.0,BUY,100,0.3,0.35,0.3473684210526315
1682,2026-01-21 15:55:32+00:00,57332,ESH6 P6375,ES,ESH6,2026-03-20,P,6375.0,SELL,2,47.0,47.25,48.67112299465241
1683,2026-01-21 15:56:18+00:00,57378,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,SELL,78,19.25,19.75,21.341743119266056
1684,2026-01-21 15:56:49+00:00,57409,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,20,99.0,99.25,109.53242607526882
1685,2026-01-21 16:01:59+00:00,57719,ESH6 C7125,ES,ESH6,2026-03-20,C,7125.0,BUY,1,44.75,45.0,51.7877358490566
1686,2026-01-21 16:02:44+00:00,57764,ESH6 P6800,ES,ESH6,2026-03-20,P,6800.0,SELL,5,130.0,130.5,126.3222049689441
1687,2026-01-21 16:03:26+00:00,57806,ESM6 C7950,ES,ESM6,2026-06-19,C,7950.0,SELL,4,7.0,7.15,7.15
1688,2026-01-21 16:06:42+00:00,58002,ESH6 P6900,ES,ESH6,2026-03-20,P,6900.0,SELL,5,176.5,177.0,160.20454545454547
1689,2026-01-21 16:06:51+00:00,58011,ESH6 C6800,ES,ESH6,2026-03-20,C,6800.0,BUY,4,206.25,206.75,211.7
1690,2026-01-21 16:07:35+00:00,58055,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,28,110.5,110.75,109.53242607526882
1691,2026-01-21 16:07:43+00:00,58063,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,5,124.25,124.5,109.53242607526882
1692,2026-01-21 16:09:58+00:00,58198,ESH6 P4000,ES,ESH6,2026-03-20,P,4000.0,SELL,10,2.05,2.1,2.1471428571428572
1693,2026-01-21 16:11:56+00:00,58316,ESM6 C7800,ES,ESM6,2026-06-19,C,7800.0,SELL,4,12.5,12.75,13.736559139784946
1694,2026-01-21 16:12:31+00:00,58351,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,SELL,2,84.5,84.75,82.462899543379
1695,2026-01-21 16:12:37+00:00,58357,ESH6 P6425,ES,ESH6,2026-03-20,P,6425.0,SELL,32,51.75,52.0,61.09444444444444
1696,2026-01-21 16:12:41+00:00,58361,ESH6 C7850,ES,ESH6,2026-03-20,C,7850.0,SELL,50,0.75,0.85,0.7162251655629139
1697,2026-01-21 16:12:59+00:00,58379,ESM6 C7200,ES,ESM6,2026-06-19,C,7200.0,BUY,10,126.25,126.5,128.87972972972972
1698,2026-01-21 16:13:26+00:00,58406,ESM6 P2800,ES,ESM6,2026-06-19,P,2800.0,BUY,1,3.85,3.9,4.147368421052631
1699,2026-01-21 16:14:45+00:00,58485,ESH6 P6875,ES,ESH6,2026-03-20,P,6875.0,SELL,3,160.75,161.0,157.73011363636363
1700,2026-01-21 16:15:32+00:00,58532,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,5,110.5,110.75,109.53242607526882
1701,2026-01-21 16:16:17+00:00,58577,ESH6 C7200,ES,ESH6,2026-03-20,C,7200.0,SELL,45,27.25,27.5,29.09
1702,2026-01-21 16:16:32+00:00,58592,ESH6 C7025,ES,ESH6,2026-03-20,C,7025.0,SELL,66,75.75,76.25,84.13051470588235
1703,2026-01-21 16:22:37+00:00,58957,ESH6 C7175,ES,ESH6,2026-03-20,C,7175.0,SELL,1,35.5,35.75,35.2311320754717
1704,2026-01-21 16:26:10+00:00,59170,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,1,86.0,86.5,109.53242607526882
1705,2026-01-21 16:26:35+00:00,59195,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,20,95.0,95.25,109.53242607526882
1706,2026-01-21 16:29:13+00:00,59353,ESH6 C7050,ES,ESH6,2026-03-20,C,7050.0,SELL,12,84.25,84.5,82.462899543379
1707,2026-01-21 16:29:17+00:00,59357,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,7,101.5,101.75,109.53242607526882
1708,2026-01-21 16:29:57+00:00,59397,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,SELL,2,17.75,18.0,16.84234234234234
1709,2026-01-21 16:32:52+00:00,59572,ESH6 P6075,ES,ESH6,2026-03-20,P,6075.0,BUY,22,28.25,28.5,27.795454545454547
1710,2026-01-21 16:35:14+00:00,59714,ESH6 C7850,ES,ESH6,2026-03-20,C,7850.0,BUY,50,0.75,0.85,0.7162251655629139
1711,2026-01-21 16:38:13+00:00,59893,ESM6 C7200,ES,ESM6,2026-06-19,C,7200.0,BUY,3,143.5,144.25,128.87972972972972
1712,2026-01-21 16:40:15+00:00,60015,ESH6 C7850,ES,ESH6,2026-03-20,C,7850.0,BUY,1,0.55,0.65,0.7162251655629139
1713,2026-01-21 16:41:07+00:00,60067,ESM6 P4200,ES,ESM6,2026-06-19,P,4200.0,SELL,5,15.5,15.75,15.294014084507042
1714,2026-01-21 16:41:40+00:00,60100,ESH6 C7075,ES,ESH6,2026-03-20,C,7075.0,BUY,8,71.25,71.5,70.33026755852843
1715,2026-01-21 16:44:09+00:00,60249,ESH6 P6550,ES,ESH6,2026-03-20,P,6550.0,BUY,26,67.25,67.75,72.65530303030303
1716,2026-01-21 16:45:35+00:00,60335,ESH6 P6775,ES,ESH6,2026-03-20,P,6775.0,BUY,1,144.75,145.25,132.4
1717,2026-01-21 16:46:43+00:00,60403,ESM6 P6950,ES,ESM6,2026-06-19,P,6950.0,BUY,2,283.5,284.5,280.1808510638298
1718,2026-01-21 16:51:29+00:00,60689,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,27,99.0,99.25,109.53242607526882
1719,2026-01-21 16:51:30+00:00,60690,ESH6 P6875,ES,ESH6,2026-03-20,P,6875.0,SELL,3,152.0,152.25,157.73011363636363
1720,2026-01-21 16:51:40+00:00,60700,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,1,49.0,49.5,52.5478515625
1721,2026-01-21 16:51:48+00:00,60708,ESH6 P6650,ES,ESH6,2026-03-20,P,6650.0,SELL,3,102.75,103.5,92.19059405940594
1722,2026-01-21 16:52:01+00:00,60721,ESH6 P4000,ES,ESH6,2026-03-20,P,4000.0,BUY,10,2.05,2.1,2.1471428571428572
1723,2026-01-21 16:53:07+00:00,60787,ESH6 P5875,ES,ESH6,2026-03-20,P,5875.0,SELL,18,23.75,24.0,21.46938775510204
1724,2026-01-21 16:53:19+00:00,60799,ESH6 C7300,ES,ESH6,2026-03-20,C,7300.0,BUY,4,16.5,16.75,16.84234234234234
1725,2026-01-21 16:53:20+00:00,60800,ESH6 P6375,ES,ESH6,2026-03-20,P,6375.0,BUY,1,52.5,53.0,48.67112299465241
1726,2026-01-21 16:54:03+00:00,60843,ESH6 P6650,ES,ESH6,2026-03-20,P,6650.0,SELL,7,89.25,89.5,92.19059405940594
1727,2026-01-21 16:54:09+00:00,60849,ESM6 C7750,ES,ESM6,2026-06-19,C,7750.0,BUY,4,15.75,16.0,16.106521739130436
1728,2026-01-21 16:54:29+00:00,60869,ESH6 P6650,ES,ESH6,2026-03-20,P,6650.0,BUY,3,102.75,103.5,92.19059405940594
1729,2026-01-21 16:55:17+00:00,60917,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,1,98.5,98.75,109.53242607526882
1730,2026-01-21 16:55:18+00:00,60918,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,BUY,78,19.25,19.75,21.341743119266056
1731,2026-01-21 16:55:46+00:00,60946,ESZ6 P7500,ES,ESZ6,2026-12-18,P,7500.0,BUY,1,678.75,680.25,680.35
1732,2026-01-21 16:56:24+00:00,60984,ESH6 P6675,ES,ESH6,2026-03-20,P,6675.0,SELL,7,94.25,94.5,98.48958333333333
1733,2026-01-21 16:56:27+00:00,60987,ESM6 C7850,ES,ESM6,2026-06-19,C,7850.0,BUY,29,10.5,10.75,10.5
1734,2026-01-21 16:56:44+00:00,61004,ESZ6 P7500,ES,ESZ6,2026-12-18,P,7500.0,BUY,1,673.5,674.5,680.35
1735,2026-01-21 16:57:13+00:00,61033,ESM6 C7700,ES,ESM6,2026-06-19,C,7700.0,SELL,70,20.75,21.0,21.341743119266056
1736,2026-01-21 16:57:50+00:00,61070,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,2,99.0,99.25,109.53242607526882
1737,2026-01-21 16:57:53+00:00,61073,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,SELL,27,117.25,118.0,109.53242607526882
1738,2026-01-21 16:59:00+00:00,61140,ESH6 P6000,ES,ESH6,2026-03-20,P,6000.0,BUY,3,28.5,29.0,27.477083333333333
1739,2026-01-21 17:00:50+00:00,61250,ESH6 C7175,ES,ESH6,2026-03-20,C,7175.0,BUY,2,39.0,39.25,35.2311320754717
1740,2026-01-21 17:00:51+00:00,61251,ESZ6 P7250,ES,ESZ6,2026-12-18,P,7250.0,BUY,16,503.75,504.75,504.25
1741,2026-01-21 17:01:05+00:00,61265,ESU6 P3200,ES,ESU6,2026-09-18,P,3200.0,BUY,19,11.75,12.0,12.0
1742,2026-01-21 17:03:06+00:00,61386,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,1,49.0,49.25,52.5478515625
1743,2026-01-21 17:03:09+00:00,61389,ESM6 P2400,ES,ESM6,2026-06-19,P,2400.0,BUY,71,2.45,2.5,2.5
1744,2026-01-21 17:04:43+00:00,61483,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,SELL,7,49.5,49.75,52.5478515625
1745,2026-01-21 17:05:16+00:00,61516,ESH6 P6425,ES,ESH6,2026-03-20,P,6425.0,SELL,1,55.0,55.25,61.09444444444444
1746,2026-01-21 17:06:09+00:00,61569,ESH6 P6800,ES,ESH6,2026-03-20,P,6800.0,BUY,7,130.0,130.25,126.3222049689441
1747,2026-01-21 17:06:44+00:00,61604,ESH6 P6700,ES,ESH6,2026-03-20,P,6700.0,BUY,25,95.0,95.5,109.53242607526882
1748,2026-01-21 17:06:51+00:00,61611,ESH6 C7500,ES,ESH6,2026-03-20,C,7500.0,BUY,2,4.2,4.3,4.3215346534653465
1749,2026-01-21 17:07:43+00:00,61663,ESU6 C4750,ES,ESU6,2026-09-18,C,4750.0,SELL,1,2229.25,2243.0,2226.6666666666665
1750,2026-01-21 17:07:55+00:00,61675,ESH6 P5900,ES,ESH6,2026-03-20,P,5900.0,SELL,1,26.0,26.25,24.446428571428573
1751,2026-01-21 17:09:02+00:00,61742,ESU6 C8400,ES,ESU6,2026-09-18,C,8400.0,BUY,20,9.75,9.85,10.25
1752,2026-01-21 17:10:29+00:00,61829,ESH6 P6400,ES,ESH6,2026-03-20,P,6400.0,BUY,2,47.75,48.0,52.5478515625
